iter	MAE
1513	0.3340941239
1514	0.3340718867
1515	0.3340562752
1516	0.3340422755
1517	0.3340224177
1518	0.3339870085
1519	0.3339593928
1520	0.3339417285
1521	0.3339225843
1522	0.3338944262
1523	0.3338810883
1524	0.3338642607
1525	0.333837436
1526	0.3338104678
1527	0.3337889831
1528	0.3337707832
1529	0.3337480273
1530	0.3337253237
1531	0.3336870555
1532	0.333670713
1533	0.3336507368
1534	0.3336172005
1535	0.3335984938
1536	0.3335752341
1537	0.3335659766
1538	0.3335271174
1539	0.3334977454
1540	0.3334629501
1541	0.3334423021
1542	0.3334271734
1543	0.3334147387
1544	0.333395718
1545	0.3333774834
1546	0.3333561129
1547	0.3333452572
1548	0.333323733
1549	0.3333003936
1550	0.3332778754
1551	0.3332350496
1552	0.3332062704
1553	0.3331946907
1554	0.3331796391
1555	0.3331607829
1556	0.3331499653
1557	0.3331304392
1558	0.3331162659
1559	0.3330933993
1560	0.333077432
1561	0.3330606111
1562	0.3330399679
1563	0.3330079821
1564	0.3330005103
1565	0.3329644676
1566	0.3329425081
1567	0.3329261778
1568	0.3329110753
1569	0.3328928116
1570	0.3328801529
1571	0.3328671791
1572	0.3328567828
1573	0.3328439968
1574	0.332823756
1575	0.3327953599
1576	0.3327496794
1577	0.3327222074
1578	0.3327146859
1579	0.3326937501
1580	0.3326718577
1581	0.332653418
1582	0.3326352999
1583	0.3326131325
1584	0.332602735
1585	0.3325857099
1586	0.3325738981
1587	0.3325662215
1588	0.3325372768
1589	0.3325286968
1590	0.3325090795
1591	0.3324783971
1592	0.3324357741
1593	0.3324234322
1594	0.3324017295
1595	0.3323903304
1596	0.3323711976
1597	0.3323532205
1598	0.3323285965
1599	0.3323123776
1600	0.3323034399
1601	0.3322744222
1602	0.3322496168
1603	0.3322383232
1604	0.3322098025
1605	0.3321724681
1606	0.3321570542
1607	0.3321326487
1608	0.3321132179
1609	0.3320956991
1610	0.3320717165
1611	0.3320452838
1612	0.332031087
1613	0.3320184008
1614	0.33200197
1615	0.3319628316
1616	0.3319411093
1617	0.3319318896
1618	0.3319154121
1619	0.3318970383
1620	0.3318869376
1621	0.3318747135
1622	0.3318573422
1623	0.3318315761
1624	0.3318157133
1625	0.3317838096
1626	0.3317729038
1627	0.3317577929
1628	0.3317318099
1629	0.3317196211
1630	0.3317036402
1631	0.3316640048
1632	0.3316528994
1633	0.3316233364
1634	0.3316151373
1635	0.3315630515
1636	0.331547438
1637	0.3315254265
1638	0.3315096656
1639	0.3314899172
1640	0.3314730518
1641	0.3314629009
1642	0.3314424922
1643	0.3314017719
1644	0.3313856835
1645	0.3313620523
1646	0.3313524169
1647	0.3313209664
1648	0.3313023829
1649	0.331276111
1650	0.3312572981
1651	0.3312478242
1652	0.3312322489
1653	0.3312081426
1654	0.3311910611
1655	0.3311659638
1656	0.3311471343
1657	0.3311287713
1658	0.3311084841
1659	0.3310820209
1660	0.3310651099
1661	0.3310521167
1662	0.3310355905
1663	0.3310240308
1664	0.3310053758
1665	0.330990733
1666	0.3309770607
1667	0.3309614631
1668	0.3309447057
1669	0.330925883
1670	0.3308893358
1671	0.3308773223
1672	0.3308607478
1673	0.3308349222
1674	0.3308228125
1675	0.3308093688
1676	0.3307854186
1677	0.3307617099
1678	0.330739517
1679	0.3307233304
1680	0.3307077126
1681	0.330688898
1682	0.3306507597
1683	0.3306260563
1684	0.3306144267
1685	0.3305973
1686	0.3305767701
1687	0.3305683781
1688	0.3305573267
1689	0.3305347632
1690	0.3305260995
1691	0.3305127804
1692	0.3305006707
1693	0.3304874091
1694	0.3304759914
1695	0.3304626464
1696	0.3304530314
1697	0.3304445915
1698	0.330431482
1699	0.3304159202
1700	0.330397272
1701	0.3303870023
1702	0.3303628682
1703	0.3303453029
1704	0.3303310992
1705	0.3303107987
1706	0.3302937441
1707	0.3302837767
1708	0.3302652428
1709	0.3302521486
1710	0.3302315444
1711	0.3302186927
1712	0.3301899318
1713	0.3301743069
1714	0.3301585988
1715	0.3301529664
1716	0.3301366786
1717	0.3301207876
1718	0.3300912623
1719	0.3300795796
1720	0.3300628952
1721	0.3300473914
1722	0.3300403761
1723	0.3300316412
1724	0.3300190186
1725	0.3299897431
1726	0.3299732102
1727	0.3299648031
1728	0.3299537547
1729	0.3299352333
1730	0.3299209289
1731	0.3298981408
1732	0.3298906559
1733	0.3298662056
1734	0.3298505976
1735	0.329831745
1736	0.3298230255
1737	0.3297937562
1738	0.3297861251
1739	0.3297794822
1740	0.3297685594
1741	0.3297447727
1742	0.3297155125
1743	0.3297018938
1744	0.3296815543
1745	0.3296712243
1746	0.3296589935
1747	0.3296326633
1748	0.3296264285
1749	0.3296128798
1750	0.3295894769
1751	0.3295779657
1752	0.3295568579
1753	0.3295330747
1754	0.3295246768
1755	0.3295135104
1756	0.3294951252
1757	0.329481095
1758	0.3294733102
1759	0.3294616718
1760	0.3294466663
1761	0.3294409382
1762	0.329427795
1763	0.3294131473
1764	0.3294045253
1765	0.3293788103
1766	0.3293575497
1767	0.3293463557
1768	0.3293329655
1769	0.3293135036
1770	0.3293009188
1771	0.3292685776
1772	0.3292457584
1773	0.3292299723
1774	0.3292120485
1775	0.329197298
1776	0.3291821018
1777	0.3291679663
1778	0.3291518806
1779	0.3291388056
1780	0.3291334263
1781	0.3291244875
1782	0.3291135806
1783	0.3290769396
1784	0.3290574671
1785	0.3290352051
1786	0.3290168898
1787	0.3290094659
1788	0.3289899903
1789	0.3289677006
1790	0.3289553795
1791	0.3289433357
1792	0.3289280355
1793	0.3289067522
1794	0.3288962173
1795	0.3288766337
1796	0.3288656058
1797	0.3288516643
1798	0.3288361207
1799	0.3288052114
1800	0.3287931754
1801	0.3287672791
1802	0.3287576073
1803	0.328742569
1804	0.3287278833
1805	0.3287168951
1806	0.3287022816
1807	0.3286858833
1808	0.328668528
1809	0.3286570553
1810	0.3286360115
1811	0.3286185054
1812	0.3286014277
1813	0.328590372
1814	0.3285762562
1815	0.3285676636
1816	0.3285590675
1817	0.3285464384
1818	0.3285378354
1819	0.3285242465
1820	0.3285169978
1821	0.3284897052
1822	0.3284786316
1823	0.3284692612
1824	0.3284515861
1825	0.3284189915
1826	0.3284107812
1827	0.328395296
1828	0.3283770547
1829	0.3283675522
1830	0.3283508891
1831	0.3283366219
1832	0.3283192724
1833	0.3283127646
1834	0.328304596
1835	0.3282873598
1836	0.3282709662
1837	0.3282538791
1838	0.3282446327
1839	0.3282204593
1840	0.3281804378
1841	0.3281661612
1842	0.3281481842
1843	0.328140043
1844	0.3281195222
1845	0.3281111134
1846	0.3280919079
1847	0.3280809876
1848	0.3280695844
1849	0.3280607966
1850	0.3280465399
1851	0.3280349396
1852	0.3280206595
1853	0.3279954487
1854	0.3279717071
1855	0.3279561968
1856	0.32792853
1857	0.3279113551
1858	0.3278960125
1859	0.3278786557
1860	0.3278558613
1861	0.3278389221
1862	0.3278239989
1863	0.3278145042
1864	0.3278024392
1865	0.3277875281
1866	0.3277393207
1867	0.3277228772
1868	0.3277060054
1869	0.3276953702
1870	0.3276867908
1871	0.327667701
1872	0.3276552021
1873	0.3276393526
1874	0.327620911
1875	0.3276082474
1876	0.3275932505
1877	0.3275834916
1878	0.3275551129
1879	0.3275449964
1880	0.3275352337
1881	0.3275274504
1882	0.3275107411
1883	0.3274911069
1884	0.3274735325
1885	0.327457866
1886	0.3274404676
1887	0.3274223867
1888	0.3274000787
1889	0.3273828334
1890	0.3273632777
1891	0.3273443384
1892	0.3273316568
1893	0.3273064411
1894	0.3273005427
1895	0.3272900769
1896	0.327269689
1897	0.3272608061
1898	0.3272456761
1899	0.3272360662
1900	0.3272210997
1901	0.3272014267
1902	0.3271815421
1903	0.3271669336
1904	0.3271523699
1905	0.3271384597
1906	0.327121881
1907	0.3271113605
1908	0.3271010328
1909	0.3270889663
1910	0.3270673135
1911	0.3270561489
1912	0.3270415417
1913	0.3270201507
1914	0.3270086447
1915	0.3269998736
1916	0.3269796464
1917	0.3269717051
1918	0.3269539723
1919	0.3269409487
1920	0.3269183095
1921	0.3269076547
1922	0.3268865069
1923	0.3268706507
1924	0.3268620818
1925	0.326850098
1926	0.3268322159
1927	0.3268040134
1928	0.3267954467
1929	0.3267854537
1930	0.3267646683
1931	0.32675254
1932	0.3267369056
1933	0.3267223221
1934	0.326707489
1935	0.3266962099
1936	0.3266649437
1937	0.326647215
1938	0.3266339171
1939	0.3266242032
1940	0.3266088959
1941	0.3265958899
1942	0.3265855838
1943	0.3265635946
1944	0.3265463528
1945	0.3265165606
1946	0.3265070206
1947	0.326482541
1948	0.3264688643
1949	0.3264612596
1950	0.3264505439
1951	0.3264361611
1952	0.3264189407
1953	0.3264065614
1954	0.3263745218
1955	0.3263505093
1956	0.326340107
1957	0.3263318474
1958	0.3263183549
1959	0.3263075952
1960	0.3262906783
1961	0.3262605746
1962	0.3262435036
1963	0.3262231417
1964	0.3261935772
1965	0.3261823981
1966	0.3261740932
1967	0.32615076
1968	0.3261403272
1969	0.3261255228
1970	0.3261199876
1971	0.3261088612
1972	0.3261044147
1973	0.3260868889
1974	0.3260779253
1975	0.3260607788
1976	0.3260493927
1977	0.3260358389
1978	0.3260169408
1979	0.3259980098
1980	0.3259828713
1981	0.3259719529
1982	0.3259642408
1983	0.325949206
1984	0.3259297843
1985	0.3259179044
1986	0.325902297
1987	0.3258957684
1988	0.3258673158
1989	0.3258582169
1990	0.3258474587
1991	0.3258392495
1992	0.3258119684
1993	0.3258065004
1994	0.3257831187
1995	0.3257731217
1996	0.3257630405
1997	0.3257497945
1998	0.3257315318
1999	0.3257233747
