iter	MAE
277	0.3846377132
278	0.3845141611
279	0.384364123
280	0.38424515
281	0.384120614
282	0.3840023431
283	0.3838846044
284	0.3837489815
285	0.3836222814
286	0.3835164764
287	0.3834134333
288	0.3832952593
289	0.383184957
290	0.3830661199
291	0.3829473199
292	0.3828194473
293	0.3826748119
294	0.3825592878
295	0.3824310557
296	0.3823278468
297	0.3822258912
298	0.382113873
299	0.3820193013
300	0.3819101402
301	0.3818214899
302	0.3816956797
303	0.3815756406
304	0.3814808342
305	0.3813880767
306	0.3812976476
307	0.3811962994
308	0.3811035767
309	0.381023538
310	0.3809198888
311	0.3807970105
312	0.3806943684
313	0.380588256
314	0.3805072974
315	0.3803961018
316	0.3802940613
317	0.3801912404
318	0.3800922386
319	0.3799814471
320	0.3798830704
321	0.3797942197
322	0.3797157713
323	0.3796343336
324	0.3795286323
325	0.3794423555
326	0.3793472336
327	0.3792492354
328	0.3791764026
329	0.3790905303
330	0.3789849248
331	0.378902809
332	0.3788346564
333	0.3787281223
334	0.378655564
335	0.3785505921
336	0.3784782488
337	0.3783879915
338	0.3782893196
339	0.3782041305
340	0.3781006669
341	0.3780107469
342	0.3779156608
343	0.3778083555
344	0.3777355987
345	0.3776600689
346	0.3775667527
347	0.3774656024
348	0.3773966524
349	0.3773162522
350	0.3772196959
351	0.3771510664
352	0.3770779374
353	0.376964874
354	0.3768971376
355	0.3768207605
356	0.3767248552
357	0.3766588733
358	0.3766022428
359	0.3765283183
360	0.376473316
361	0.376378863
362	0.3762946871
363	0.3762204831
364	0.3761339075
365	0.3760346128
366	0.3759493553
367	0.3758511655
368	0.3757688457
369	0.3757024293
370	0.3756358672
371	0.3755643283
372	0.3755004778
373	0.3753952818
374	0.3753038097
375	0.3752253332
376	0.3751660562
377	0.3750951908
378	0.3749984073
379	0.3749121073
380	0.3748402637
381	0.3747752497
382	0.3747060793
383	0.3746464825
384	0.3745652422
385	0.3744626539
386	0.37439985
387	0.374323204
388	0.3742478291
389	0.3741805958
390	0.3741107348
391	0.3740549829
392	0.3739837913
393	0.3739224147
394	0.3738425841
395	0.373778713
396	0.3737137939
397	0.3736099998
398	0.3735596945
399	0.3734889624
400	0.3734276898
401	0.373359675
402	0.3732957409
403	0.3732360119
404	0.3731537702
405	0.3730882838
406	0.3730259873
407	0.3729625126
408	0.3729199045
409	0.3728657229
410	0.3727794008
411	0.3727282804
412	0.3726515561
413	0.3725855341
414	0.3724987738
415	0.3724343757
416	0.3723735016
417	0.3723208659
418	0.3722343598
419	0.3721363335
420	0.3720683396
421	0.372017078
422	0.371965315
423	0.3718970599
424	0.3718440125
425	0.371777252
426	0.3717329543
427	0.3716685776
428	0.3716148021
429	0.3715438934
430	0.3714778654
431	0.3714213337
432	0.3713342889
433	0.3712549461
434	0.3712163828
435	0.3711593014
436	0.3710913445
437	0.3710180288
438	0.3709596182
439	0.370923532
440	0.3708574209
441	0.3707890571
442	0.370736946
443	0.3706716358
444	0.3705785311
445	0.370512369
446	0.370449977
447	0.3703869832
448	0.3703089954
449	0.3702472397
450	0.3701667157
451	0.3701114696
452	0.3700550002
453	0.3700170411
454	0.3699743332
455	0.3699013283
456	0.3698558714
457	0.3698061659
458	0.3697643561
459	0.369707084
460	0.369643646
461	0.3696096951
462	0.3695408988
463	0.3694696166
464	0.369405057
465	0.3693390918
466	0.3692929079
467	0.3692336904
468	0.3691925645
469	0.3691257814
470	0.3690836602
471	0.3690314037
472	0.3689642645
473	0.3689097069
474	0.3688531691
475	0.3687942748
476	0.3687365228
477	0.3686657951
478	0.3686229309
479	0.3685511541
480	0.3684962257
481	0.3684429113
482	0.3683568298
483	0.3682869492
484	0.3682514324
485	0.3682067569
486	0.368145332
487	0.3680984849
488	0.3680178516
489	0.3679621676
490	0.3678982758
491	0.3678505011
492	0.3677872234
493	0.3677203781
494	0.3676503149
495	0.3675924841
496	0.3675404916
497	0.3674611152
498	0.367420903
499	0.3673662955
500	0.3673091746
501	0.3672676523
502	0.3672186639
503	0.3671818117
504	0.3671294265
505	0.3670632266
506	0.367054827
507	0.366992651
508	0.3669404028
509	0.3669080288
510	0.3668272883
511	0.3667596536
512	0.3667178118
513	0.366669736
514	0.3666162179
515	0.3665612895
516	0.3664781111
517	0.3664063911
518	0.3663657057
519	0.3663113228
520	0.3662610443
521	0.3662050934
522	0.3661634965
523	0.3661250309
524	0.3660848875
525	0.3660394854
526	0.3659994194
527	0.3659519513
528	0.3658943299
529	0.3658474629
530	0.3657981643
531	0.3657339158
532	0.3656713003
533	0.3656061501
534	0.3655512609
535	0.3655243565
536	0.3654845311
537	0.365452007
538	0.365388773
539	0.3653367384
540	0.3652910471
541	0.3652638997
542	0.3651994948
543	0.3651472868
544	0.3651164168
545	0.3650821218
546	0.3650171499
547	0.3649703594
548	0.3649431366
549	0.3648985691
550	0.3648628355
551	0.3648311988
552	0.3648015099
553	0.3647731122
554	0.3647304872
555	0.3647068882
556	0.3646323578
557	0.3645680225
558	0.3645290491
559	0.3644954426
560	0.3644377041
561	0.3643952232
562	0.3643770225
563	0.3643147304
564	0.3642707229
565	0.3641995997
566	0.3641595939
567	0.3640891887
568	0.3640448959
569	0.3640104332
570	0.3639633096
571	0.3639226237
572	0.3638735614
573	0.3638117317
574	0.3637762023
575	0.3637395107
576	0.3636962369
577	0.3636591644
578	0.3636247439
579	0.3635791426
580	0.3635283704
581	0.3634758574
582	0.3634425178
583	0.3634080719
584	0.3633134059
585	0.3632780103
586	0.3632269793
587	0.363195078
588	0.3631306332
589	0.3630823866
590	0.3630542348
591	0.3630218792
592	0.3629800662
593	0.3629611398
594	0.362913033
595	0.3628730721
596	0.3628545801
597	0.3627978932
598	0.3627581004
599	0.3626923912
600	0.3626580955
601	0.362617741
602	0.3625452872
603	0.3624919325
604	0.3624585311
605	0.3624177381
606	0.3623780372
607	0.3623217476
608	0.3622801494
609	0.3622189565
610	0.3621887653
611	0.3621631016
612	0.3621006877
613	0.3620406498
614	0.3620020431
615	0.3619564051
616	0.3619247725
617	0.3618911816
618	0.3618546834
619	0.3617966894
620	0.3617405005
621	0.3617044861
622	0.3616759512
623	0.3616418259
624	0.3615718933
625	0.3615304641
626	0.3614919909
627	0.3614499997
628	0.3614003563
629	0.3613551779
630	0.3612920025
631	0.3612574245
632	0.361209639
633	0.3611371402
634	0.3610989602
635	0.3610416947
636	0.361007148
637	0.3609810905
638	0.3609503269
639	0.3609175838
640	0.3608884907
641	0.3608603321
642	0.3608031472
643	0.3607720067
644	0.3607189324
645	0.3606555946
646	0.360628475
647	0.3605539151
648	0.3605246098
649	0.3604858373
650	0.3604355258
651	0.3603975126
652	0.3603537549
653	0.3603014391
654	0.3602725812
655	0.360235636
656	0.3602070517
657	0.3601679978
658	0.3601362937
659	0.3600979352
660	0.3600488651
661	0.3600230629
662	0.3599846387
663	0.3599490188
664	0.3599181326
665	0.359890733
666	0.3598264475
667	0.3597801315
668	0.3597550442
669	0.3597311093
670	0.3596793472
671	0.3596297714
672	0.3595960817
673	0.3595479954
674	0.3595025794
675	0.3594462493
676	0.3594108835
677	0.3593764058
678	0.3593415951
679	0.3593117928
680	0.3592802229
681	0.3592534574
682	0.3592019682
683	0.3591700592
684	0.3591350087
685	0.3590888631
686	0.3590461922
687	0.3590230187
688	0.3589512394
689	0.3589259024
690	0.3588783178
691	0.3588564749
692	0.3588387673
693	0.3588052501
694	0.358778994
695	0.3587239304
696	0.3587061709
697	0.3586720218
698	0.3586485441
699	0.3586203885
700	0.3585596754
701	0.3585183467
702	0.3584758227
703	0.3584529266
704	0.3584335053
705	0.3583965334
706	0.3583631502
707	0.3583164782
708	0.3582877229
709	0.3582640124
710	0.3582393243
711	0.3581666815
712	0.3581381311
713	0.3580728444
714	0.3580232532
715	0.3579773226
716	0.3579335176
717	0.3578876251
718	0.3578416407
719	0.3578126624
720	0.3577752101
721	0.3577717053
722	0.3577532158
723	0.3576967748
724	0.3576514245
725	0.3576245903
726	0.3576061286
727	0.3575872244
728	0.3575208267
729	0.3575028955
730	0.3574832811
731	0.3574454707
732	0.3573862904
733	0.3573549301
734	0.3573191604
735	0.3572755961
736	0.3572180542
737	0.3571902881
738	0.3571685408
739	0.3571455697
740	0.3571179903
741	0.3570603235
742	0.357023068
743	0.3570018955
744	0.3569375422
745	0.3569057245
746	0.3568473359
747	0.3568329838
748	0.3567753163
749	0.3567253119
750	0.3566931906
751	0.3566499365
752	0.3566212941
753	0.3565897247
754	0.3565148112
755	0.3564808978
756	0.3564417097
757	0.3563932947
758	0.3563517514
759	0.3563138116
760	0.3562945085
761	0.3562608078
762	0.3562276512
763	0.3561902742
764	0.3561660926
765	0.3561426262
766	0.3561019648
767	0.3560626228
768	0.3560287235
769	0.3560034729
770	0.3560030214
771	0.3559674554
772	0.355929053
773	0.3558832581
774	0.355845834
775	0.355816291
776	0.3557944637
777	0.3557772417
778	0.3557242626
779	0.3556834528
780	0.3556537019
781	0.3556182582
782	0.3555879151
783	0.3555424823
784	0.355508781
785	0.3554534054
786	0.3554218221
787	0.3553603332
788	0.3553416787
789	0.3553013387
790	0.3552856954
791	0.3552323451
792	0.355187407
793	0.3551567085
794	0.3551343034
795	0.3551145337
796	0.3550464727
797	0.354988241
798	0.3549711227
799	0.3549424473
800	0.3549170392
801	0.3548885466
802	0.3548594689
803	0.3548327597
804	0.3547755942
805	0.3547400189
806	0.3547071714
807	0.3546658589
808	0.3546109884
809	0.3545611403
810	0.3545254183
811	0.3545023414
812	0.3544333154
813	0.3544049765
814	0.354370588
815	0.354331826
816	0.3542771529
817	0.3542491748
818	0.3542241316
819	0.354179391
820	0.354141211
821	0.3541248173
822	0.3540907929
823	0.3540417223
824	0.3540076109
825	0.3539887507
826	0.3539622976
827	0.3539330525
828	0.3539133615
829	0.3538762477
830	0.353847638
831	0.3538046541
832	0.3537747534
833	0.3537383536
834	0.3537110506
835	0.3536802824
836	0.3536444999
837	0.3536135173
838	0.3535932552
839	0.3535531966
840	0.3535052526
841	0.3534786702
842	0.3534356676
843	0.3533770913
844	0.3533461211
845	0.3533180708
846	0.3532854587
847	0.3532611648
848	0.3532331656
849	0.3532013072
850	0.353164371
851	0.3531202182
852	0.3530955508
853	0.3530640549
854	0.3530326085
855	0.3530048254
856	0.3529673078
857	0.3529493369
858	0.3529343542
859	0.3529145218
860	0.3528771128
861	0.3528440497
862	0.35282797
863	0.3527956221
864	0.3527694979
865	0.3527318557
866	0.352675634
867	0.3526331542
868	0.3526069033
869	0.3525795676
870	0.3525543898
871	0.3525173298
872	0.3524714747
873	0.3524388386
874	0.3524078775
875	0.3523791889
876	0.3523543696
877	0.3522976501
878	0.3522759013
879	0.3522646405
880	0.3522053465
881	0.3521525781
882	0.3521313454
883	0.3520959618
884	0.352036187
885	0.3520186363
886	0.3519764753
887	0.3519336322
888	0.3519231755
889	0.3518810657
890	0.3518622603
891	0.3518262563
892	0.3517988723
893	0.3517481899
894	0.3517007991
895	0.3516621829
896	0.351620281
897	0.3516051772
898	0.3515777557
899	0.3515692872
900	0.3515472617
901	0.3515302636
902	0.351492541
903	0.3514499877
904	0.3514185928
905	0.3513945225
906	0.3513942389
907	0.3513727494
908	0.3513377826
909	0.3513042752
910	0.3512771797
911	0.3512479523
912	0.3512344651
913	0.3512075706
914	0.3511887994
915	0.3511767507
916	0.3511634189
917	0.3511122823
918	0.3510951653
919	0.3510620842
920	0.3510178272
921	0.3509946338
922	0.3509663395
923	0.3509447268
924	0.3508815697
925	0.3508606478
926	0.3508268193
927	0.3507940274
928	0.3507556084
929	0.3506960931
930	0.350673573
931	0.3506445859
932	0.3506190621
933	0.3505948562
934	0.3505760304
935	0.3505504428
936	0.3505226939
937	0.3504840117
938	0.3504500618
939	0.3503959869
940	0.3503703304
941	0.3503413107
942	0.3502991014
943	0.3502757881
944	0.3502265032
945	0.3501972967
946	0.3501716456
947	0.350118111
948	0.3500978347
949	0.3500696394
950	0.3500516001
951	0.3500232191
952	0.3499900194
953	0.3499752756
954	0.3499390682
955	0.3499086759
956	0.349881008
957	0.3498375718
958	0.3498044348
959	0.3497837677
960	0.34974383
961	0.3497108945
962	0.3496964292
963	0.3496641956
964	0.3496133505
965	0.3495673961
966	0.3495415118
967	0.3495211114
968	0.3495091182
969	0.3494694182
970	0.3494239064
971	0.3494046341
972	0.3493771378
973	0.3493650579
974	0.3493403138
975	0.3493177368
976	0.3492976808
977	0.3492854638
978	0.3492653212
979	0.3492005231
980	0.3491692658
981	0.3491455006
982	0.3491252281
983	0.3491135462
984	0.3490800775
985	0.3490482814
986	0.3490226429
987	0.3489789454
988	0.3489528377
989	0.3489059846
990	0.3488941341
991	0.348854121
992	0.3488234913
993	0.3487867558
994	0.3487450938
995	0.3487326819
996	0.3487163959
997	0.3486677282
998	0.348659779
999	0.348637734
1000	0.3486078754
1001	0.3485756871
1002	0.3485523607
1003	0.3485200136
1004	0.3484565943
1005	0.3484420777
1006	0.3484224477
1007	0.3483848636
1008	0.3483680979
1009	0.3483582161
1010	0.348320424
1011	0.3483009193
1012	0.3482737656
1013	0.3482631215
1014	0.3482517359
1015	0.3482033421
1016	0.3481626882
1017	0.3481401453
1018	0.3481251129
1019	0.3480837538
1020	0.3480527358
1021	0.3480166717
1022	0.3479892959
1023	0.3479471717
1024	0.3479123787
1025	0.3478929271
1026	0.3478608912
1027	0.3478311237
1028	0.3477723935
1029	0.3477285047
1030	0.3476725343
1031	0.3476585349
1032	0.3476352367
1033	0.3476173545
1034	0.3475847083
1035	0.3475452647
1036	0.3475133061
1037	0.3474829385
1038	0.3474635131
1039	0.3474393408
1040	0.3474217765
1041	0.3473687366
1042	0.3473314773
1043	0.3473100006
1044	0.3472980121
1045	0.3472674898
1046	0.3472372845
1047	0.3472049492
1048	0.3471773527
1049	0.3471173619
1050	0.347084202
1051	0.3470228714
1052	0.3469861249
1053	0.3469517451
1054	0.3469328313
1055	0.3468985406
1056	0.3468759631
1057	0.3468406451
1058	0.3467859911
1059	0.3467350395
1060	0.3467197065
1061	0.3466999958
1062	0.3466621014
1063	0.3466382096
1064	0.3465950748
1065	0.3465686067
1066	0.3465433428
1067	0.3465129921
1068	0.3464898492
1069	0.346474737
1070	0.3464209735
1071	0.3463953885
1072	0.3463741217
1073	0.3463515338
1074	0.3463249806
1075	0.3463092529
1076	0.34628944
1077	0.3462412598
1078	0.3462076536
1079	0.3461767488
1080	0.3461465716
1081	0.3461168487
1082	0.3460635878
1083	0.3460453636
1084	0.3460205965
1085	0.3459778471
1086	0.3459636335
1087	0.3459453246
1088	0.3459146744
1089	0.3458839876
1090	0.3458634341
1091	0.3458493086
1092	0.345827757
1093	0.3458053214
1094	0.3457870297
1095	0.3457771895
1096	0.3457436818
1097	0.3457171534
1098	0.3456949825
1099	0.3456770414
1100	0.3456604623
1101	0.345628337
1102	0.3456102302
1103	0.3455906673
1104	0.3455661568
1105	0.3455263913
1106	0.3454798035
1107	0.3454391059
1108	0.3454140757
1109	0.3453706195
1110	0.3453401042
1111	0.3453259405
1112	0.3452881363
1113	0.3452567486
1114	0.345226268
1115	0.3452072251
1116	0.3451927113
1117	0.3451664863
1118	0.3451356304
1119	0.3450758737
1120	0.345045947
1121	0.3450074604
1122	0.3449791642
1123	0.3449522201
1124	0.3449136536
1125	0.3448928058
1126	0.3448534091
1127	0.3448322103
1128	0.3448183273
1129	0.344806605
1130	0.3447861169
1131	0.3447435973
1132	0.3447152469
1133	0.3446941623
1134	0.3446780669
1135	0.3446368535
1136	0.3446211196
1137	0.3445860296
1138	0.3445532829
1139	0.3445170619
1140	0.3444854427
1141	0.3444571931
1142	0.3444301667
1143	0.3444028481
1144	0.3443422115
1145	0.3443232993
1146	0.3442630896
1147	0.3442532657
1148	0.3442290286
1149	0.3442094824
1150	0.3441780195
1151	0.3441309689
1152	0.3441023733
1153	0.3440726112
1154	0.3440572874
1155	0.3440130705
1156	0.3439862679
1157	0.3439501844
1158	0.3439214567
1159	0.3439107749
1160	0.3438926183
1161	0.3438748718
1162	0.3438554624
1163	0.3438347052
1164	0.3437862541
1165	0.3437668057
1166	0.3437340624
1167	0.343692234
1168	0.3436668017
1169	0.3436468431
1170	0.3436251605
1171	0.343595916
1172	0.3435115505
1173	0.3434647914
1174	0.3434500986
1175	0.3434098656
1176	0.3433881236
1177	0.3433702993
1178	0.3433436333
1179	0.3433292774
1180	0.3433014646
1181	0.3432671401
1182	0.3432442303
1183	0.3432238781
1184	0.3431903514
1185	0.3431630108
1186	0.3431438396
1187	0.3431173912
1188	0.3430759735
1189	0.3430525298
1190	0.343038724
1191	0.343000265
1192	0.3429549351
1193	0.3429193156
1194	0.3428926393
1195	0.3428590846
1196	0.3428424905
1197	0.3428072724
1198	0.3427705052
1199	0.3427287297
1200	0.3426878365
1201	0.342633652
1202	0.3425707163
1203	0.3425339958
1204	0.3425106453
1205	0.342468392
1206	0.342432466
1207	0.3423964416
1208	0.342370969
1209	0.3423466171
1210	0.3423058106
1211	0.342278911
1212	0.3422623794
1213	0.342250587
1214	0.3421949835
1215	0.3421359117
1216	0.3421108837
1217	0.3420709266
1218	0.3420511981
1219	0.3420341126
1220	0.3419999049
1221	0.3419792704
1222	0.3419540997
1223	0.3419223028
1224	0.3418739087
1225	0.3418443293
1226	0.34178187
1227	0.3417575515
1228	0.3417340686
1229	0.3417202459
1230	0.3416960746
1231	0.341674581
1232	0.3416261642
1233	0.3416056855
1234	0.3415847079
1235	0.3415460544
1236	0.3415180128
1237	0.3414967063
1238	0.3414793391
1239	0.3414464614
1240	0.3414024713
1241	0.3413774445
1242	0.341358995
1243	0.3413297647
1244	0.3413057916
1245	0.3412666587
1246	0.3412414044
1247	0.3412286862
1248	0.341204847
1249	0.3411606499
1250	0.3411289032
1251	0.3410931571
1252	0.3410798878
1253	0.3410511988
1254	0.3410398898
1255	0.3410127572
1256	0.3409546835
1257	0.340912014
1258	0.3408931962
1259	0.3408677084
1260	0.3408422394
1261	0.3408035294
1262	0.340742923
1263	0.3407243257
1264	0.3407065559
1265	0.3406741632
1266	0.3406588885
1267	0.3406086277
1268	0.3405710355
1269	0.3405419032
1270	0.3405049226
1271	0.340482121
1272	0.3404482429
1273	0.340440099
1274	0.3404210849
1275	0.3403910401
1276	0.3403588752
1277	0.3403235915
1278	0.3402830852
1279	0.3402526862
1280	0.3402108676
1281	0.3401874351
1282	0.3401393788
1283	0.3401078097
1284	0.3400802987
1285	0.3400500073
1286	0.3400239674
1287	0.3399974517
1288	0.3399791505
1289	0.3399249817
1290	0.3398877221
1291	0.33984782
1292	0.3398295238
1293	0.3397998966
1294	0.3397822424
1295	0.3397641888
1296	0.3397138154
1297	0.3396805598
1298	0.3396628739
1299	0.3396415587
1300	0.3396208645
1301	0.3395918241
1302	0.339567065
1303	0.3395579999
1304	0.3395345505
1305	0.3394991205
1306	0.3394880091
1307	0.3394727108
1308	0.3394373908
1309	0.3394257897
1310	0.3394017463
1311	0.3393792657
1312	0.3393558237
1313	0.3393379798
1314	0.3393162821
1315	0.3392934743
1316	0.3392606345
1317	0.3392189542
1318	0.339200068
1319	0.3391769552
1320	0.3391488166
1321	0.3391091023
1322	0.3390883631
1323	0.3390748826
1324	0.3390076419
1325	0.3389844066
1326	0.3389597879
1327	0.3389375748
1328	0.3389269813
1329	0.3388996948
1330	0.3388624842
1331	0.3388496007
1332	0.3388188559
1333	0.3388011031
1334	0.3387864059
1335	0.3387404075
1336	0.3387251517
1337	0.3386965258
1338	0.3386693051
1339	0.3386042904
1340	0.3385632109
1341	0.338535828
1342	0.3385131187
1343	0.3384858016
1344	0.3384470763
1345	0.3384213815
1346	0.3383909826
1347	0.3383636017
1348	0.3383411973
1349	0.3383144543
1350	0.3382868384
1351	0.3382764046
1352	0.3382056239
1353	0.3381506619
1354	0.3381217719
1355	0.3380728017
1356	0.3380459044
1357	0.3380164723
1358	0.3379962616
1359	0.3379430385
1360	0.3379008035
1361	0.3378559728
1362	0.337842816
1363	0.3377708348
1364	0.3377527323
1365	0.3377339191
1366	0.3377083394
1367	0.3376983089
1368	0.3376740706
1369	0.337651982
1370	0.3376106095
1371	0.3375945622
1372	0.337570741
1373	0.3375173154
1374	0.3374792559
1375	0.33743913
1376	0.3374156172
1377	0.337375036
1378	0.3373403306
1379	0.3373136286
1380	0.337276599
1381	0.337256712
1382	0.3372407684
1383	0.3372224978
1384	0.3371925883
1385	0.3371359616
1386	0.3371100285
1387	0.3370839842
1388	0.3370579978
1389	0.3370402722
1390	0.3370244408
1391	0.3370114905
1392	0.3369896577
1393	0.3369630755
1394	0.3369443933
1395	0.3369177808
1396	0.3368757286
1397	0.3368588619
1398	0.3368304138
1399	0.3367932384
1400	0.3367839671
1401	0.336773233
1402	0.336753378
1403	0.3367349595
1404	0.3367025979
1405	0.3366557892
1406	0.3366374708
1407	0.336618391
1408	0.3366017626
1409	0.336584707
1410	0.3365679771
1411	0.3365531556
1412	0.3365323031
1413	0.3365124341
1414	0.3364690799
1415	0.3364226038
1416	0.336413048
1417	0.3363627042
1418	0.336333901
1419	0.3363174035
1420	0.3362902471
1421	0.3362778894
1422	0.3362555515
1423	0.3362282534
1424	0.3362111596
1425	0.3361823569
1426	0.3361616146
1427	0.3361279537
1428	0.3361123499
1429	0.3361022757
1430	0.3360871667
1431	0.3360694724
1432	0.3360465484
1433	0.3360151074
1434	0.3359929017
1435	0.3359521442
1436	0.3359247362
1437	0.3358982071
1438	0.3358800272
1439	0.3358585974
1440	0.335832986
1441	0.3358117786
1442	0.3357863439
1443	0.3357605552
1444	0.3357280231
1445	0.3357152867
1446	0.3356926832
1447	0.3356752548
1448	0.3356482978
1449	0.3356215452
1450	0.3355766405
1451	0.3355423763
1452	0.3355282912
1453	0.3355167934
1454	0.3355012691
1455	0.3354521343
1456	0.3354206897
1457	0.3353948023
1458	0.3353796877
1459	0.3353737159
1460	0.3353490272
1461	0.3353294917
1462	0.3352966946
1463	0.3352862455
1464	0.3352651075
1465	0.3352492653
1466	0.3352179047
1467	0.3351758149
1468	0.3351416659
1469	0.335107548
1470	0.3350877955
1471	0.3350569493
1472	0.3350208305
1473	0.3350027068
1474	0.334976299
1475	0.3349514438
1476	0.3349394386
1477	0.3349102433
1478	0.3348888031
1479	0.3348754989
1480	0.3348416447
1481	0.3348233586
1482	0.334808359
1483	0.3347973959
1484	0.3347824731
1485	0.3347532947
1486	0.334737405
1487	0.334718487
1488	0.3347035051
1489	0.3346825012
1490	0.3346625731
1491	0.3346466836
1492	0.3346018883
1493	0.334580781
1494	0.3345601019
1495	0.3345486755
1496	0.3345251419
1497	0.3344879312
1498	0.3344582966
1499	0.3344402615
1500	0.3344108113
1501	0.3343743985
1502	0.3343610933
1503	0.3343352525
1504	0.3343136437
1505	0.3342988385
1506	0.334281735
1507	0.334265525
1508	0.3342527208
1509	0.3342339416
1510	0.3341832384
1511	0.334159619
1512	0.3341277271
