iter	Passed	Remaining
198	95529	384517
199	95985	383942
200	96443	383375
201	96898	382797
202	97389	382362
203	97846	381791
204	98302	381221
205	98791	380778
206	99283	380346
207	99687	379580
208	100166	379098
209	100649	378633
210	101164	378286
211	101622	377727
212	102110	377281
213	102622	376923
214	103102	376444
215	103534	375792
216	103970	375155
217	104422	374578
218	104849	373914
219	105278	373259
220	105724	372666
221	106311	372567
222	106771	372025
223	107234	371491
224	107705	370987
225	108198	370554
226	108669	370050
227	109099	369408
228	109648	369166
229	110123	368674
230	110576	368108
231	110986	367402
232	111487	366998
233	111990	366602
234	112441	366032
235	112850	365328
236	113334	364871
237	113740	364161
238	114110	363339
239	114520	362648
240	115000	362178
241	115427	361544
242	115839	360866
243	116405	360667
244	116873	360162
245	117365	359730
246	117841	359250
247	118400	359020
248	118852	358468
249	119366	358098
250	119913	357828
251	120440	357497
252	120942	357090
253	121492	356825
254	121987	356396
255	122474	355941
256	122915	355354
257	123400	354894
258	123844	354319
259	124358	353944
260	124871	353564
261	125394	353210
262	126016	353132
263	126599	352945
264	127071	352443
265	127600	352100
266	128078	351616
267	128718	351574
268	129174	351028
269	129665	350576
270	130160	350137
271	130686	349777
272	131082	349074
273	131575	348627
274	132039	348102
275	132512	347604
276	132969	347064
277	133415	346495
278	133865	345940
279	134347	345464
280	134761	344817
281	135225	344296
282	135728	343877
283	136270	343555
284	136783	343157
285	137353	342902
286	137826	342406
287	138329	341981
288	138872	341656
289	139289	341019
290	139812	340643
291	140436	340509
292	140863	339898
293	141279	339261
294	141825	338939
295	142366	338602
296	142791	337988
297	143272	337507
298	143730	336972
299	144180	336420
300	144618	335841
301	145112	335391
302	145585	334894
303	146053	334385
304	146588	334028
305	147076	333565
306	147557	333084
307	148028	332582
308	148528	332146
309	149017	331683
310	149639	331516
311	150266	331357
312	150725	330825
313	151209	330348
314	151658	329796
315	152153	329345
316	152686	328975
317	153122	328394
318	153568	327837
319	153954	327154
320	154413	326626
321	154849	326049
322	155283	325469
323	155778	325019
324	156336	324697
325	156836	324256
326	157331	323805
327	157832	323364
328	158314	322884
329	158754	322320
330	159195	321758
331	159691	321307
332	160203	320887
333	160750	320538
334	161213	320021
335	161680	319511
336	162140	318989
337	162594	318455
338	163053	317930
339	163506	317395
340	163970	316881
341	164447	316394
342	164917	315890
343	165530	315662
344	166054	315262
345	166713	315116
346	167253	314744
347	167678	314155
348	168133	313625
349	168599	313113
350	169007	312494
351	169594	312207
352	170091	311754
353	170659	311428
354	171107	310885
355	171550	310332
356	171925	309659
357	172421	309202
358	172909	308732
359	173359	308194
360	173783	307611
361	174278	307153
362	174692	306554
363	175203	306124
364	175650	305583
365	176034	304933
366	176510	304445
367	176933	303863
368	177329	303237
369	177790	302724
370	178329	302343
371	178791	301831
372	179218	301260
373	179719	300813
374	180289	300482
375	180794	300041
376	181265	299545
377	181687	298967
378	182167	298485
379	182687	298068
380	183133	297532
381	183595	297021
382	184127	296622
383	184646	296203
384	185069	295630
385	185533	295123
386	185933	294514
387	186522	294205
388	186983	293694
389	187477	293234
390	187978	292785
391	188502	292371
392	189033	291967
393	189677	291737
394	190306	291481
395	190897	291166
396	191383	290690
397	191903	290266
398	192374	289767
399	192842	289263
400	193325	288783
401	193853	288369
402	194362	287925
403	194838	287434
404	195251	286850
405	195714	286340
406	196198	285861
407	196651	285337
408	197114	284827
409	197583	284326
410	198078	283864
411	198609	283452
412	199060	282926
413	199538	282438
414	200065	282019
415	200524	281505
416	201070	281113
417	201484	280535
418	201978	280070
419	202501	279644
420	202944	279109
421	203377	278559
422	203805	278003
423	204302	277543
424	204771	277043
425	205307	276635
426	205743	276091
427	206254	275648
428	206753	275189
429	207278	274764
430	207731	274243
431	208379	273979
432	210033	275032
433	210853	274984
434	211401	274579
435	211973	274204
436	212661	273978
437	214105	274719
438	214575	274206
439	215109	273775
440	215635	273333
441	216118	272837
442	216616	272359
443	217177	271960
444	217658	271461
445	218250	271100
446	218787	270670
447	219253	270151
448	219767	269692
449	220287	269240
450	221438	269555
451	222131	269309
452	223141	269444
453	223711	269045
454	224658	269096
455	225190	268648
456	225684	268154
457	226285	267787
458	226910	267448
459	227559	267135
460	229010	267758
461	230720	268674
462	232489	269647
463	233638	269892
464	234924	270289
465	236530	271045
466	237803	271411
467	238515	271132
468	239223	270848
469	239890	270514
470	240696	270336
471	241409	270051
472	242003	269631
473	242785	269419
474	243673	269322
475	244366	269008
476	245095	268732
477	245827	268456
478	246441	268049
479	246890	267464
480	247429	266976
481	247842	266353
482	248375	265859
483	248841	265293
484	249305	264726
485	249803	264195
486	250381	263748
487	250870	263208
488	251516	262832
489	252119	262409
490	252771	262038
491	253436	261678
492	254087	261302
493	254780	260969
494	255364	260523
495	255910	260038
496	256502	259599
497	257023	259087
498	257479	258511
499	257915	257915
500	258435	257403
501	258900	256837
502	259402	256308
503	259865	255740
504	260293	255138
505	260756	254572
506	261255	254041
507	261818	253572
508	262377	253099
509	262834	252527
510	263330	251993
511	263865	251497
512	264446	251043
513	264917	250486
514	265494	250028
515	266508	249980
516	266980	249423
517	267606	249008
518	268130	248498
519	268550	247892
520	269007	247321
521	269521	246802
522	270179	246415
523	270724	245924
524	271190	245362
525	271689	244830
526	272216	244323
527	272694	243772
528	273229	243272
529	273672	242691
530	274281	242256
531	274801	241742
532	275337	241243
533	275815	240693
534	276353	240195
535	276798	239616
536	277340	239122
537	277898	238641
538	278300	238027
539	278773	237473
540	279232	236908
541	279665	236322
542	280176	235802
543	280588	235198
544	281018	234611
545	281544	234105
546	282153	233666
547	282649	233134
548	283148	232605
549	283588	232026
550	284124	231527
551	284566	230952
552	285082	230437
553	285574	229903
554	286121	229412
555	286616	228880
556	287096	228336
557	287629	227835
558	288067	227259
559	288518	226692
560	288973	226131
561	289429	225569
562	289919	225034
563	290406	224498
564	290855	223932
565	291272	223343
566	291701	222763
567	292209	222244
568	292715	221723
569	293122	221127
570	293532	220534
571	294053	220026
572	294549	219498
573	295023	218954
574	295487	218404
575	295962	217861
576	296425	217309
577	296865	216742
578	297307	216176
579	297876	215704
580	298374	215178
581	298864	214648
582	299286	214069
583	299721	213500
584	300253	213000
585	300779	212495
586	301257	211957
587	301693	211390
588	302219	210886
589	302712	210359
590	303227	209847
591	303674	209289
592	304210	208791
593	304720	208276
594	305271	207789
595	305734	207243
596	306229	206718
597	306699	206176
598	307181	205642
599	307779	205186
600	308383	204734
601	308868	204202
602	309376	203685
603	309867	203158
604	310366	202636
605	310852	202105
606	311308	201555
607	311795	201025
608	312394	200568
609	312854	200021
610	313353	199499
611	313813	198953
612	314275	198408
613	314722	197854
614	315246	197349
615	315728	196817
616	316204	196282
617	316601	195698
618	317156	195212
619	317698	194718
620	318227	194216
621	318675	193664
622	319139	193123
623	319530	192537
624	319998	191999
625	320581	191529
626	321083	191011
627	321529	190460
628	321987	189916
629	322449	189375
630	322894	188823
631	323406	188312
632	323854	187763
633	324281	187203
634	324804	186698
635	325233	186140
636	325654	185576
637	326097	185027
638	326551	184483
639	326974	183923
640	327479	183408
641	328073	182944
642	328619	182452
643	329133	181943
644	329634	181426
645	330082	180881
646	330644	180398
647	331084	179848
648	331571	179324
649	332128	178838
650	332645	178330
651	333153	177817
652	333698	177325
653	334167	176791
654	334666	176274
655	335160	175754
656	335646	175230
657	336201	174742
658	336643	174196
659	337102	173659
660	337582	173132
661	338158	172654
662	338659	172139
663	339132	171609
664	339619	171086
665	340196	170608
666	340672	170080
667	341200	169578
668	341703	169064
669	342278	168584
670	342852	168105
671	343406	167615
672	343847	167070
673	344380	166569
674	344873	166050
675	345385	165539
676	345824	164994
677	346345	164488
678	346856	163977
679	347351	163459
680	347834	162935
681	348423	162461
682	348868	161919
683	349385	161411
684	349828	160870
685	350332	160356
686	350847	159847
687	351269	159296
688	351801	158795
689	352357	158305
690	352887	157803
691	353437	157310
692	353928	156790
693	354372	156250
694	354830	155717
695	355253	155168
696	355732	154644
697	356247	154135
698	356739	153617
699	357218	153093
700	357744	152590
701	358413	152147
702	358871	151614
703	359368	151098
704	359882	150589
705	360374	150071
706	360949	149587
707	361458	149076
708	361980	148570
709	362579	148095
710	363086	147583
711	363571	147062
712	364020	146527
713	364409	145967
714	364876	145440
715	365418	144942
716	365930	144432
717	366476	143936
718	366999	143430
719	367440	142893
720	367950	142383
721	368613	141931
722	369063	141397
723	369686	140930
724	370158	140404
725	370744	139922
726	371272	139418
727	371831	138926
728	372388	138432
729	372925	137931
730	373453	137426
731	373962	136915
732	374584	136444
733	375034	135911
734	375504	135386
735	376023	134878
736	376568	134379
737	377078	133867
738	377593	133358
739	378197	132880
740	378726	132375
741	379183	131845
742	379779	131363
743	380265	130844
744	380811	130344
745	381336	129838
746	381825	129319
747	382289	128792
748	382812	128285
749	383316	127772
750	383757	127237
751	384285	126732
752	384727	126198
753	385243	125689
754	385677	125153
755	386229	124656
756	386737	124144
757	387262	123637
758	387733	123114
759	388314	122625
760	388801	122107
761	389308	121595
762	389977	121133
763	390372	120586
764	390967	120100
765	391400	119566
766	391888	119048
767	392431	118546
768	392976	118046
769	393426	117516
770	393955	117011
771	394457	116497
772	394960	115984
773	395481	115476
774	395995	114966
775	396526	114461
776	397024	113946
777	397521	113431
778	398079	112933
779	398610	112428
780	399085	111907
781	399598	111397
782	400080	110877
783	400484	110337
784	400974	109820
785	401496	109313
786	401967	108791
787	402529	108294
788	403130	107807
789	403687	107309
790	404142	106783
791	404595	106257
792	405075	105738
793	405572	105224
794	406079	104712
795	406563	104194
796	406986	103661
797	407487	103148
798	407967	102630
799	408561	102140
800	409053	101625
801	409591	101121
802	410038	100594
803	410587	100093
804	411038	99568
805	411564	99061
806	412086	98553
807	412528	98026
808	413115	97534
809	413567	97009
810	414068	96496
811	414564	95982
812	415043	95465
813	415472	94935
814	415963	94421
815	416417	93898
816	416858	93372
817	417323	92851
818	417867	92349
819	418317	91825
820	418838	91317
821	419322	90802
822	419841	90293
823	420346	89782
824	420809	89262
825	421285	88745
826	421820	88240
827	422378	87740
828	422957	87244
829	423465	86733
830	423993	86227
831	424448	85705
832	424981	85200
833	425519	84695
834	425911	84162
835	426398	83647
836	426886	83133
837	427346	82613
838	427763	82085
839	428269	81575
840	428801	81069
841	429247	80547
842	429709	80028
843	430222	79519
844	430722	79008
845	431156	78484
846	431625	77967
847	432023	77438
848	432526	76927
849	433101	76429
850	433572	75913
851	434059	75400
852	434540	74885
853	434936	74356
854	435466	73851
855	435961	73339
856	436451	72826
857	436782	72287
858	437290	71778
859	437719	71256
860	438294	70758
861	438784	70246
862	439301	69738
863	439796	69227
864	440327	68721
865	440840	68213
866	441311	67698
867	441810	67187
868	442419	66693
869	442931	66185
870	443472	65680
871	443994	65173
872	444482	64661
873	444969	64148
874	445450	63635
875	445993	63131
876	446467	62617
877	446909	62098
878	447443	61593
879	448061	61099
880	448563	60589
881	449129	60087
882	449627	59576
883	450110	59064
884	450596	58552
885	451119	58044
886	451627	57535
887	452118	57023
888	452621	56514
889	453128	56004
890	453581	55488
891	454157	54987
892	454616	54472
893	455141	53965
894	455642	53455
895	456211	52953
896	456725	52444
897	457154	51926
898	457633	51413
899	458187	50909
900	458588	50388
901	459091	49879
902	459614	49371
903	460147	48865
904	460641	48354
905	461104	47840
906	461544	47324
907	462061	46816
908	462556	46306
909	463067	45797
910	463588	45290
911	464063	44778
912	464594	44271
913	465136	43765
914	465552	43248
915	466123	42744
916	466624	42235
917	467144	41727
918	467666	41219
919	468230	40715
920	468675	40201
921	469238	39696
922	469735	39187
923	470275	38680
924	470771	38170
925	471260	37660
926	471683	37144
927	472208	36636
928	472624	36120
929	473123	35611
930	473668	35105
931	474248	34601
932	474697	34088
933	475306	33586
934	475982	33089
935	476665	32592
936	477196	32084
937	477811	31582
938	478534	31086
939	479136	30583
940	479802	30083
941	480544	29587
942	481117	29081
943	481673	28573
944	482379	28075
945	483012	27571
946	483696	27070
947	484308	26565
948	484933	26060
949	485616	25558
950	486290	25055
951	487001	24554
952	487637	24049
953	488223	23541
954	488899	23037
955	489402	22524
956	489905	22012
957	490421	21500
958	490934	20988
959	491428	20476
960	491920	19963
961	492422	19451
962	493002	18941
963	493533	18430
964	494043	17918
965	494433	17402
966	494970	16891
967	495447	16378
968	496000	15867
969	496432	15353
970	496912	14840
971	497461	14330
972	497936	13817
973	498415	13304
974	498966	12794
975	499515	12283
976	499985	11770
977	500441	11257
978	500978	10746
979	501516	10235
980	502010	9722
981	502490	9210
982	502992	8698
983	503526	8187
984	504082	7676
985	504585	7164
986	505032	6651
987	505435	6138
988	505891	5626
989	506304	5114
990	506806	4602
991	507322	4091
992	507829	3579
993	508435	3069
994	508976	2557
995	509493	2046
996	510183	1535
997	510701	1023
998	511205	511
999	511706	0
